"CoP","CoPyear","CoPcity","Status","Delegation","URL","Honorific","PersonID","Affiliation","AffiliationStatus","CoPlatitude","CoPlongitude","Latitude","Longitude","GeoPrecision","Distance","Party","Observer","Female","Male","DelegationCOW","Delegation_ISO"
"CoP16",2013,"Bangkok (Thailand)","Parties","Thailand","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","58068732808613391559549447179","Bangkok, Thailand","City",13.7524938,100.4935089,"13.75","100.49","city","0.469602270722705",1,0,1,0,800,"THA"
"CoP11",2000,"Gigiri (Kenya)","Observers","Documentation Center for Species Protection","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","963441196573077247415050410","Graz, Styria, Austria","City",-1.2325029,36.8072952,"47.07","15.44","city","5760.02898477969",0,1,1,0,NA,NA
"CoP9",1994,"Fort Lauderdale (United States of America)","Observers","Asian Conservation and Sustainable Use Group","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","15977886156872672320668364719","Taito, Japan","City",26.1223084,-80.1433786,"35.71","139.78","city","11962.8792498054",0,1,0,1,NA,NA
"CoP11",2000,"Gigiri (Kenya)","Parties","Antigua and Barbuda","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","49759460190961466920853101970","Legal Counsel II Ministry of Justice and Legal Affairs Redcliffe JOHN'S","KeptOriginal",-1.2325029,36.8072952,"32.17","34.83","city","3720.01622818611",1,0,0,1,58,"ATG"
"CoP6",1987,"Ottawa (Canada)","Parties","Japan","https://cites.org/sites/default/files/eng/cop/06/E06-List-of-Participants-Parties.pdf","NA","15942572712126862959694386951","Ottawa, Ontario, Canada","City",45.4208777,-75.6901106,"45.42","-75.69","city","0.0979767840784966",1,0,0,1,740,"JPN"
"CoP8",1992,"Kyoto (Japan)","Parties","Indonesia","https://cites.org/sites/default/files/eng/cop/08/E-Participants.pdf","NA","42399648834794818785161112717","Bogor, Java, Indonesia","City",35.0115754,135.7681441,"-6.6","106.8","city","5534.04478982492",1,0,0,1,850,"IDN"
"CoP15",2010,"Doha (Qatar)","Observers","Shark Research Institute","https://cites.org/sites/default/files/common/cop/15/cop15_participants_observers.pdf","NA","36195043988152137079943876016","New York, New York, United States","City",25.2856329,51.5264162,"40.71","-74.01","city","10772.4793500611",0,1,0,1,NA,NA
"CoP16",2013,"Bangkok (Thailand)","Parties","Malaysia","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","50149719531781930074207145155","Kuching, Sarawak, Malaysia","City",13.7524938,100.4935089,"1.56","110.35","city","1735.84693976439",1,0,0,1,820,"MYS"
"CoP11",2000,"Gigiri (Kenya)","Observers","Center for Marine Conservation","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","67947150190356334742828998978","Washington, District of Columbia, United States","City",-1.2325029,36.8072952,"38.9","-77.04","city","12137.1694135053",0,1,1,0,NA,NA
"CoP11",2000,"Gigiri (Kenya)","Parties","Nigeria","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","2429456584032248780444870535","Federal Capital Territory, Nigeria","State",-1.2325029,36.8072952,"9.06","7.49","city","3443.45616432067",1,0,0,1,475,"NGA"
"CoP13",2004,"Bangkok (Thailand)","Parties","Austria","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","44462304539779764228132555837","Vienna, Austria","City",13.7524938,100.4935089,"48.21","16.37","city","8440.30929500335",1,0,0,1,305,"AUT"
"CoP14",2007,"The Hague (the Netherlands)","Parties","Singapore","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","36225154825081733493516840583","Singapore, Singapore","City",52.0799838,4.3113461,"1.36","103.82","city","10535.4847544953",1,0,1,0,830,"SGP"
"CoP10",1997,"Harare (Zimbabwe)","Parties","Zimbabwe","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","61228833850889358775574286608","Harare, Harare, Zimbabwe","City",-17.8567035,31.0601584,"-17.83","31.05","city","3.1579773128287",1,0,0,1,552,"ZWE"
"CoP16",2013,"Bangkok (Thailand)","Observers","Ifaw – International Fund for Animal Welfare","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","51237789906123187743404064263","Bangkok, Thailand","City",13.7524938,100.4935089,"13.75","100.49","city","0.469602270722705",0,1,1,0,NA,NA
"CoP11",2000,"Gigiri (Kenya)","Parties","China","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","47515845549644246887384812353","Hong Kong, Kowloon, China","City",-1.2325029,36.8072952,"22.34","114.18","city","8763.82641516718",1,0,1,0,710,"CHN"
"CoP12",2002,"Santiago (Chile)","Observers","Greenpeace International","https://cites.org/sites/default/files/common/cop/12/participants_observer.pdf","NA","25682238423984102651820029831","Amsterdam, North Holland, Netherlands","City",-33.4377756,-70.6504502,"52.37","4.89","city","12010.1374916664",0,1,0,1,NA,NA
"CoP7",1989,"Lausanne (Switzerland)","Observers","Singapore Reptile Skin Trade Association","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Observers.pdf","NA","52445327610944046706266999655","Singapore, Singapore","City",46.5218269,6.6327025,"1.36","103.82","city","10446.4767530635",0,1,1,0,NA,NA
"CoP9",1994,"Fort Lauderdale (United States of America)","Observers","Japan Leather and Leather Goods Industries Association","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","14181586256505941215074955445","Taito, Japan","City",26.1223084,-80.1433786,"35.71","139.78","city","11962.8792498054",0,1,0,1,NA,NA
"CoP11",2000,"Gigiri (Kenya)","Observers","Traffic Network","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","39043395420484996759864807304","Harare, Harare, Zimbabwe","City",-1.2325029,36.8072952,"-17.83","31.05","city","1949.77945483624",0,1,0,1,NA,NA
"CoP15",2010,"Doha (Qatar)","Parties","Chile","https://cites.org/sites/default/files/common/cop/15/cop15_participants_parties.pdf","NA","56739995663587458047424457602","Santiago, Santiago Metropolitan Region, Chile","City",25.2856329,51.5264162,"-33.44","-70.65","city","14408.8096451747",1,0,0,1,155,"CHL"
"CoP12",2002,"Santiago (Chile)","Parties","France","https://cites.org/sites/default/files/common/cop/12/participants_party.pdf","NA","12082250336670765553083633624","Muséum National d'Histoire Naturelle Autorité Scientifique CITES","KeptOriginal",-33.4377756,-70.6504502,"48.85","2.35","city","11646.1936495476",1,0,1,0,220,"FRA"
"CoP11",2000,"Gigiri (Kenya)","Observers","Pan African Wildlife Conservation Network","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","20605487693525882264704976521","Nairobi, Nairobi County, Kenya","City",-1.2325029,36.8072952,"-1.29","36.82","city","6.54753103738282",0,1,1,0,NA,NA
"CoP16",2013,"Bangkok (Thailand)","Parties","Bhutan","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","18930289863813211254594838012","Thimphu, Thimphu District, Bhutan","City",13.7524938,100.4935089,"27.47","89.63","city","1896.24714997681",1,0,0,1,760,"BTN"
"CoP11",2000,"Gigiri (Kenya)","Parties","France","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","46343715708586017224796303943","Paris, Ile-de-France, France","City",-1.2325029,36.8072952,"48.85","2.35","city","6476.77771514773",1,0,1,0,220,"FRA"
"CoP15",2010,"Doha (Qatar)","Parties","Republic of Korea","https://cites.org/sites/default/files/common/cop/15/cop15_participants_parties.pdf","NA","14219649526389637250398131804","Daebangno Changwon Gyeongsangnam-do Korea CHANGWON","KeptOriginal",25.2856329,51.5264162,"35.23","128.68","city","7311.82817892032",1,0,0,1,732,"KOR"
"CoP16",2013,"Bangkok (Thailand)","Parties","Thailand","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","73601243042056377272959376100","Bangkok, Thailand","City",13.7524938,100.4935089,"13.75","100.49","city","0.469602270722705",1,0,1,0,800,"THA"
"CoP3",1981,"New Delhi (India)","Parties","Panama","https://cites.org/sites/default/files/eng/cop/03/E03-List-of-Participants-Parties.pdf","NA","34249205714974951543534987353","Bella Vista, Panamá Province, Panama","City",28.6430858,77.2192671,"8.99","-79.52","city","15142.1508040703",1,0,0,1,95,"PNA"
"CoP6",1987,"Ottawa (Canada)","Parties","China","https://cites.org/sites/default/files/eng/cop/06/E06-List-of-Participants-Parties.pdf","NA","27773104993872900107220976291","Endangered Species Scientific Commission Institute of Zoology Academia Sínica Haidían Beijing","KeptOriginal",45.4208777,-75.6901106,"39.96","116.29","city","10446.3033413708",1,0,0,1,710,"CHN"
"CoP14",2007,"The Hague (the Netherlands)","Parties","Bahamas","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","31613167392795197451922502154","Veterinary Officer Department of Agriculture Levy N NASSAU","KeptOriginal",52.0799838,4.3113461,"7.15","124.5","city","11345.3206247665",1,0,0,1,31,"BHS"
"CoP5",1985,"Buenos Aires (Argentina)","Observers","Particular","https://cites.org/sites/default/files/eng/cop/05/E05-List-of-Participants-Observers.pdf","NA","24514910816295089652258286590","Buenos Aires, Autonomous City of Buenos Aires, Argentina","City",-34.6083696,-58.4440583,"-34.61","-58.39","city","4.95065314155539",0,1,0,1,NA,NA
"CoP14",2007,"The Hague (the Netherlands)","Parties","Mexico","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","32607418072668520870028093294","Mexico City, Mexico City, Mexico","City",52.0799838,4.3113461,"19.43","-99.13","city","9191.72280297366",1,0,0,1,70,"MEX"
"CoP15",2010,"Doha (Qatar)","Observers","Environmental Investigation Agency","https://cites.org/sites/default/files/common/cop/15/cop15_participants_observers.pdf","NA","32456078305497934730061580225","Washington, District of Columbia, United States","City",25.2856329,51.5264162,"38.9","-77.04","city","11098.9135869767",0,1,0,1,NA,NA
"CoP8",1992,"Kyoto (Japan)","Observers","Japan General Merchandise Importers Association","https://cites.org/sites/default/files/eng/cop/08/E-Participants.pdf","NA","35054168945167562222244562418","Minato, Japan","City",35.0115754,135.7681441,"35.66","139.75","city","368.292516819065",0,1,0,1,NA,NA
"CoP13",2004,"Bangkok (Thailand)","Parties","Switzerland","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","70710896954669271861352932732","Bern, Bern, Switzerland","City",13.7524938,100.4935089,"46.92","7.41","city","9125.85500579192",1,0,0,1,225,"CHE"
"CoP14",2007,"The Hague (the Netherlands)","Parties","Kenya","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","2305495554419590272883683585","Kenya Wildlife Service NAIROBI","KeptOriginal",52.0799838,4.3113461,"6.94","79.85","city","8413.06469261224",1,0,0,1,501,"KEN"
"CoP11",2000,"Gigiri (Kenya)","Parties","Saudi Arabia","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","6138682608731143167002987709","Director of Animal Quarantine Ministry of Agriculture and Water Second Room RIYADH ext","KeptOriginal",-1.2325029,36.8072952,"7.15","124.5","city","9770.10838179114",1,0,0,1,670,"SAU"
"CoP9",1994,"Fort Lauderdale (United States of America)","Parties","United States of America","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","872498009187958600538412750","South Caribbean Coast, Nicaragua","KeptOriginal",26.1223084,-80.1433786,"12.54","-83.48","city","1550.07560811515",1,0,1,0,2,"USA"
"CoP14",2007,"The Hague (the Netherlands)","Observers","Ifaw - International Fund for Animal Welfare","https://cites.org/sites/default/files/common/cop/14/list_observer.pdf","NA","39608808300403988947339119434","Yarmouth, Massachusetts, United States","City",52.0799838,4.3113461,"41.71","-70.23","city","5523.22678881931",0,1,1,0,NA,NA
"CoP11",2000,"Gigiri (Kenya)","Parties","Tanzania, United Republic of","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","44755486623115505690910196109","Dar es-Salaam, Coastal Zone, Tanzania","City",-1.2325029,36.8072952,"-6.82","39.28","city","679.102937913515",1,0,1,0,510,"TZA"
"CoP12",2002,"Santiago (Chile)","Parties","Italy","https://cites.org/sites/default/files/common/cop/12/participants_party.pdf","NA","74816691166649089700964314026","Ministry of Environment and Land Protection Directorate for Nature Conservation Capitan Bavastro ROMA","KeptOriginal",-33.4377756,-70.6504502,"41.89","12.48","city","11906.1882520055",1,0,1,0,325,"ITA"
"CoP5",1985,"Buenos Aires (Argentina)","Observers","Corporacion Nacional Forestal","https://cites.org/sites/default/files/eng/cop/05/E05-List-of-Participants-Observers.pdf","NA","73462373297430007064608554253","Puerto Montt, Los Lagos Region, Chile","City",-34.6083696,-58.4440583,"-41.47","-72.94","city","1478.17856551449",0,1,0,1,NA,NA
"CoP15",2010,"Doha (Qatar)","Parties","Fiji","https://cites.org/sites/default/files/common/cop/15/cop15_participants_parties.pdf","NA","54830845188233984355244641173","IUCN Oceania Ma'afu SUVA","KeptOriginal",25.2856329,51.5264162,"10.4","76.5","state_province","3108.80884443025",1,0,1,0,950,"FJI"
"CoP9",1994,"Fort Lauderdale (United States of America)","Observers","International Wildlife Conservation Law Project (U.S.A.)","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","2026674169518247790957954254","Washington, District of Columbia, United States","City",26.1223084,-80.1433786,"38.9","-77.04","city","1450.03753017233",0,1,0,1,NA,NA
"CoP4",1983,"Gaborone (Botswana)","Parties","Israel","https://cites.org/sites/default/files/eng/cop/04/E04-List-of-Participants-Parties.pdf","NA","9746381031465249953224148571","Jerusalem, Jerusalem District, Israel","City",-24.6581357,25.9088474,"31.78","35.23","city","6353.31416374794",1,0,0,1,666,"ISR"
"CoP16",2013,"Bangkok (Thailand)","Observers","Japan Tuna Fisheries Co-Operative Association","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","25376969044664915316660219893","Koto, Japan","City",13.7524938,100.4935089,"35.67","139.82","city","4613.88874307042",0,1,0,1,NA,NA
"CoP12",2002,"Santiago (Chile)","Parties","Venezuela","https://cites.org/sites/default/files/common/cop/12/participants_party.pdf","NA","53490718770894410354441151001","Torre Sur Piso oficina Centro Simon Bolivar El Silencio CARACAS","KeptOriginal",-33.4377756,-70.6504502,"8.25","-62.77","city","4709.69591958985",1,0,0,1,101,"VEN"
"CoP4",1983,"Gaborone (Botswana)","Observers","International Council for Game and Wildlife Conservation","https://cites.org/sites/default/files/eng/cop/04/E04-List-of-Participants-Observers.pdf","NA","3756720352731661838844253337","Paris, Ile-de-France, France","City",-24.6581357,25.9088474,"48.85","2.35","city","8502.55796573038",0,1,0,1,NA,NA
"CoP7",1989,"Lausanne (Switzerland)","Observers","International Union for Conservation of Nature and Natural Resources","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Observers.pdf","NA","71623641959277951192132409467","Gland, Vaud, Switzerland","City",46.5218269,6.6327025,"46.42","6.27","city","29.9957056506015",0,1,0,1,NA,NA
"CoP16",2013,"Bangkok (Thailand)","Parties","South Africa","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","8962969451887283457232357463","Pretoria, Gauteng, South Africa","City",13.7524938,100.4935089,"-25.66","28.1","city","8971.59827191591",1,0,0,1,560,"ZAF"
"CoP13",2004,"Bangkok (Thailand)","Parties","Madagascar","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","27278472633397956183924560872","Direction générale des eaux et forêts Ministère de l'Environnement des Eaux et Fôrets ANTANANARIVO","KeptOriginal",13.7524938,100.4935089,"33.33","-6.89","city","10721.611428997",1,0,1,0,580,"MDG"
"CoP14",2007,"The Hague (the Netherlands)","Parties","Germany","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","22167785467070890104571338059","Bonn, North Rhine-Westphalia, Germany","City",52.0799838,4.3113461,"50.74","7.1","city","244.121136983566",1,0,0,1,255,"DEU"
"CoP16",2013,"Bangkok (Thailand)","Parties","Sri Lanka","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","34625169439738871598833253329","Kolonnawa, Western Province, Sri Lanka","City",13.7524938,100.4935089,"6.9","79.92","city","2374.32792331196",1,0,1,0,780,"LKA"
