"CoP","CoPyear","CoPcity","Status","Delegation","URL","Honorific","PersonID","Affiliation","AffiliationStatus","CoPlatitude","CoPlongitude","Latitude","Longitude","GeoPrecision","Distance","Party","Observer","Female","Male","DelegationCOW","Delegation_ISO"
"CoP11",2000,"Gigiri (Kenya)","Parties","France","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","74846513742284519604968246454","DNRED - DOUANE FRANCAISE de Charonne PARIS CEDEX","KeptOriginal",-1.2325029,36.8072952,"48.88","2.4","city","6476.8382002663",1,0,0,1,220,"FRA"
"CoP15",2010,"Doha (Qatar)","Parties","France","https://cites.org/sites/default/files/common/cop/15/cop15_participants_parties.pdf","NA","64367365583461178040354462493","Aux-Aussat, Occitania, France","City",25.2856329,51.5264162,"43.44","0.27","city","5026.57225892404",1,0,1,0,220,"FRA"
"CoP6",1987,"Ottawa (Canada)","Parties","Zambia","https://cites.org/sites/default/files/eng/cop/06/E06-List-of-Participants-Parties.pdf","NA","28605434473616015430884325634","Department of National Parks and Wildlife Service Private Bag Chilanga","KeptOriginal",45.4208777,-75.6901106,"-18.36","21.84","city","12026.7530031952",1,0,0,1,551,"ZMB"
"CoP11",2000,"Gigiri (Kenya)","Parties","Saint Lucia","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","59950474701883987732213065867","Forestry Department Ministry of Agriculture Forestry Fisheries and the Environment A NIS CASTRIES","KeptOriginal",-1.2325029,36.8072952,"7.15","124.5","city","9770.10838179114",1,0,0,1,56,"LCA"
"CoP16",2013,"Bangkok (Thailand)","Observers","International Elephant Foundation","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","2590872638539097613439590392","Azle, Texas, United States","City",13.7524938,100.4935089,"32.9","-97.54","city","14485.0944923974",0,1,1,0,NA,NA
"CoP16",2013,"Bangkok (Thailand)","Parties","Viet Nam","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","21378744851275818895114170098","Ministry of Justice Tran Phu HANOI Viet Nam","KeptOriginal",13.7524938,100.4935089,"21.03","105.85","city","988.594822464455",1,0,0,1,817,"VNM"
"CoP11",2000,"Gigiri (Kenya)","Parties","Malaysia","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","26131532824426989668135742534","Kuala Lumpur, Kuala Lumpur, Malaysia","City",-1.2325029,36.8072952,"3.15","101.69","city","7228.14017918756",1,0,0,1,820,"MYS"
"CoP4",1983,"Gaborone (Botswana)","Observers","Fur Conservation Institute of America","https://cites.org/sites/default/files/eng/cop/04/E04-List-of-Participants-Observers.pdf","NA","41777459966354930093873852353","New York, New York, United States","City",-24.6581357,25.9088474,"40.71","-74.01","city","12565.3492961378",0,1,0,1,NA,NA
"CoP7",1989,"Lausanne (Switzerland)","Parties","Peru","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Parties.pdf","NA","71340607828494392344918750763","Lima, Lima, Peru","City",46.5218269,6.6327025,"-12.05","-77.03","city","10499.9396640014",1,0,0,1,135,"PER"
"CoP15",2010,"Doha (Qatar)","Observers","The Marine Products Association","https://cites.org/sites/default/files/common/cop/15/cop15_participants_observers.pdf","NA","25651215956136007505978915544","Hong Kong, Hong Kong, China","City",25.2856329,51.5264162,"22.25","114.19","city","6327.51901062629",0,1,0,1,NA,NA
"CoP7",1989,"Lausanne (Switzerland)","Observers","American Federation of Aviculture, Inc.","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Observers.pdf","NA","64524710398365013594098248302","Florida, United States","State",46.5218269,6.6327025,"25.77","-80.19","city","7730.66892630528",0,1,1,0,NA,NA
"CoP6",1987,"Ottawa (Canada)","Parties","Cyprus","https://cites.org/sites/default/files/eng/cop/06/E06-List-of-Participants-Parties.pdf","NA","75879470979720108686100755801","Ministry of Agriculture and Natural Resources Nicosia","KeptOriginal",45.4208777,-75.6901106,"35.17","33.36","city","8574.73137713624",1,0,0,1,352,"CYP"
"CoP15",2010,"Doha (Qatar)","Observers","Defenders of Wildlife","https://cites.org/sites/default/files/common/cop/15/cop15_participants_observers.pdf","NA","18529233182826841791869560270","New York, New York, United States","City",25.2856329,51.5264162,"40.71","-74.01","city","10772.4793500611",0,1,1,0,NA,NA
"CoP7",1989,"Lausanne (Switzerland)","Parties","China","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Parties.pdf","NA","36752809046873771872500651202","Division of International Programme Department of Foreign Affairs Ministry of Forestry Hepínglí BEIJING","KeptOriginal",46.5218269,6.6327025,"39.93","116.41","city","8151.54748377309",1,0,0,1,710,"CHN"
"CoP13",2004,"Bangkok (Thailand)","Observers","Environmental Investigation Agency","https://cites.org/sites/default/files/common/cop/13/participants_observer.pdf","NA","50416890573398594269999171844","Greater London, England, United Kingdom","City",13.7524938,100.4935089,"51.51","-0.13","city","9531.66577617918",0,1,1,0,NA,NA
"CoP13",2004,"Bangkok (Thailand)","Parties","China","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","45580952633720980047861099414","Qinhuangdao, Hebei, China","City",13.7524938,100.4935089,"39.94","119.59","city","3456.88054251154",1,0,0,1,710,"CHN"
"CoP6",1987,"Ottawa (Canada)","Parties","Germany","https://cites.org/sites/default/files/eng/cop/06/E06-List-of-Participants-Parties.pdf","NA","47002033249594751253045652950","Frankfurt, Hesse, Germany","City",45.4208777,-75.6901106,"50.11","8.68","city","5981.72575735153",1,0,0,1,255,"DEU"
"CoP12",2002,"Santiago (Chile)","Parties","Brunei Darussalam","https://cites.org/sites/default/files/common/cop/12/participants_party.pdf","NA","12441790346714748907997151905","Brunei","Country",-33.4377756,-70.6504502,"4.89","114.94","city","16788.3919865542",1,0,0,1,835,"BRN"
"CoP16",2013,"Bangkok (Thailand)","Observers","Environmental Investigation Agency","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","50416890573398594269999171844","Greater London, England, United Kingdom","City",13.7524938,100.4935089,"51.51","-0.13","city","9531.66577617918",0,1,1,0,NA,NA
"CoP5",1985,"Buenos Aires (Argentina)","Observers","Northern Territory Government","https://cites.org/sites/default/files/eng/cop/05/E05-List-of-Participants-Observers.pdf","NA","42820185231870526433604243555","Australia","Country",-34.6083696,-58.4440583,"-11.55","130.97","city","14787.258822516",0,1,0,1,NA,NA
"CoP13",2004,"Bangkok (Thailand)","Parties","Finland","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","45266994362556565111393221830","Helsinki, Uusimaa, Finland","City",13.7524938,100.4935089,"60.17","24.94","city","7886.74621341313",1,0,0,1,375,"FIN"
"CoP7",1989,"Lausanne (Switzerland)","Observers","International Professional Hunters Association","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Observers.pdf","NA","57834785102844646567640232945","Maruleng Local Municipality, Limpopo, South Africa","City",46.5218269,6.6327025,"-24.3","30.72","city","8239.93321457846",0,1,0,1,NA,NA
"CoP8",1992,"Kyoto (Japan)","Parties","Zimbabwe","https://cites.org/sites/default/files/eng/cop/08/E-Participants.pdf","NA","67721445077763508171856621515","Minato, Japan","KeptOriginal",35.0115754,135.7681441,"35.66","139.75","city","368.292516819065",1,0,0,1,552,"ZWE"
"CoP10",1997,"Harare (Zimbabwe)","Parties","Romania","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","22847177135328333149371843447","Cluj-Napoca, Romania","City",-17.8567035,31.0601584,"46.77","23.59","city","7225.12058660301",1,0,0,1,360,"ROU"
"CoP16",2013,"Bangkok (Thailand)","Observers","Pci-Media Impact","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","8784841176248057213740479245","New York, New York, United States","City",13.7524938,100.4935089,"40.71","-74.01","city","13932.6674992902",0,1,0,1,NA,NA
"CoP4",1983,"Gaborone (Botswana)","Parties","Botswana","https://cites.org/sites/default/files/eng/cop/04/E04-List-of-Participants-Parties.pdf","NA","51863545519388421488251041678","Gaborone, Botswana","City",-24.6581357,25.9088474,"-24.66","25.91","city","0.237781725448292",1,0,0,1,571,"BWA"
"CoP6",1987,"Ottawa (Canada)","Parties","Sweden","https://cites.org/sites/default/files/eng/cop/06/E06-List-of-Participants-Parties.pdf","NA","67062883615065088019693754244","Stockholm, Sweden","City",45.4208777,-75.6901106,"59.33","18.07","city","5993.62920962475",1,0,0,1,380,"SWE"
"CoP13",2004,"Bangkok (Thailand)","Parties","Zambia","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","35513463665746985017613201366","Zambia Wildlife Authority Private Bag CHILANGA","KeptOriginal",13.7524938,100.4935089,"-15.4","29.2","state_province","8481.73155682508",1,0,1,0,551,"ZMB"
"CoP12",2002,"Santiago (Chile)","Parties","Madagascar","https://cites.org/sites/default/files/common/cop/12/participants_party.pdf","NA","29202273951962368897165725836","Direction générale des eaux et forêts Ministère des eaux et forêts Nanisana ANTANANARIVO","KeptOriginal",-33.4377756,-70.6504502,"33.01","35.09","city","13270.2834678529",1,0,1,0,580,"MDG"
"CoP16",2013,"Bangkok (Thailand)","Parties","Norway","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","23889496996008643556312492615","Oslo, Norway","City",13.7524938,100.4935089,"59.91","10.74","city","8674.01825296333",1,0,0,1,385,"NOR"
"CoP10",1997,"Harare (Zimbabwe)","Observers","African Timber Organization","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","38143627920272222415763007767","Owendo, Estuaire Province, Gabon","City",-17.8567035,31.0601584,"0.41","9.44","city","3117.55400691552",0,1,0,1,NA,NA
"CoP9",1994,"Fort Lauderdale (United States of America)","Observers","Commission of the European Community","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","18067720904570629494809005441","Auderghem - Oudergem, Brussels-Capital, Belgium","City",26.1223084,-80.1433786,"50.83","4.37","city","7416.54542675424",0,1,0,1,NA,NA
"CoP12",2002,"Santiago (Chile)","Parties","Equatorial Guinea","https://cites.org/sites/default/files/common/cop/12/participants_party.pdf","NA","45600773917052946902089260440","Dirección de Medio Ambiente Ministerio de Bosques Pesca y Medio Ambiente MALABO","KeptOriginal",-33.4377756,-70.6504502,"-35.42","149.09","city","11313.5469122017",1,0,0,1,411,"GNQ"
"CoP14",2007,"The Hague (the Netherlands)","Observers","United Nations Environment Programme","https://cites.org/sites/default/files/common/cop/14/list_observer.pdf","NA","26215527607652072111127080434","Vernier, Geneva, Switzerland","City",52.0799838,4.3113461,"46.21","6.08","city","665.214612992774",0,1,0,1,NA,NA
"CoP11",2000,"Gigiri (Kenya)","Parties","China","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","74327006709314802204531969901","Beijing, China","City",-1.2325029,36.8072952,"39.93","116.41","city","9211.9450566917",1,0,1,0,710,"CHN"
"CoP11",2000,"Gigiri (Kenya)","Observers","Wildlife Protection Society of India","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","26601117310887000509001795117","New Delhi, India","City",-1.2325029,36.8072952,"28.61","77.21","city","5431.53248043117",0,1,1,0,NA,NA
"CoP5",1985,"Buenos Aires (Argentina)","Observers","Wildlife Coalition International","https://cites.org/sites/default/files/eng/cop/05/E05-List-of-Participants-Observers.pdf","NA","16383534671245412351021109480","Reston, Virginia, United States","City",-34.6083696,-58.4440583,"38.95","-77.35","city","8407.5395058418",0,1,0,1,NA,NA
"CoP10",1997,"Harare (Zimbabwe)","Parties","Namibia","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","27314385975263393064506944367","Windhoek, Khomas, Namibia","City",-17.8567035,31.0601584,"-22.53","17.05","city","1550.75148332323",1,0,1,0,565,"NAM"
"CoP15",2010,"Doha (Qatar)","Parties","Samoa","https://cites.org/sites/default/files/common/cop/15/cop15_participants_parties.pdf","NA","76124753519103867818714671170","Ministry of Revenue and Customs APIA","KeptOriginal",25.2856329,51.5264162,"50.63","81.92","city","3827.19174752502",1,0,0,1,990,"WSM"
"CoP7",1989,"Lausanne (Switzerland)","Parties","Vanuatu","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Parties.pdf","NA","76602337289775927829344537724","Port Vila, Shefa Province, Vanuatu","City",46.5218269,6.6327025,"-17.74","168.32","city","16399.8037752445",1,0,0,1,935,"VUT"
"CoP8",1992,"Kyoto (Japan)","Parties","Botswana","https://cites.org/sites/default/files/eng/cop/08/E-Participants.pdf","NA","5236794524107335254616765402","Gaborone, Botswana","City",35.0115754,135.7681441,"-24.66","25.91","city","13286.3812394222",1,0,0,1,571,"BWA"
"CoP16",2013,"Bangkok (Thailand)","Observers","Shark Trust","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","68592882203949926930923417523","Greater London, England, United Kingdom","City",13.7524938,100.4935089,"51.51","-0.13","city","9531.66577617918",0,1,0,1,NA,NA
"CoP6",1987,"Ottawa (Canada)","Observers","Defenders of Wildlife (U.S.A.)","https://cites.org/sites/default/files/eng/cop/06/E06-List-of-Participants-Observers.pdf","NA","40416260890870039396752200339","Washington, District of Columbia, United States","City",45.4208777,-75.6901106,"38.9","-77.04","city","733.543951197506",0,1,0,1,NA,NA
"CoP10",1997,"Harare (Zimbabwe)","Parties","New Zealand","https://cites.org/sites/default/files/eng/cop/10/E10-participants.pdf","NA","70921040543563740881764992178","Martinborough Community, Wellington, New Zealand","City",-17.8567035,31.0601584,"-41.38","175.45","city","12476.7277076341",1,0,0,1,920,"NZL"
"CoP3",1981,"New Delhi (India)","Parties","Uruguay","https://cites.org/sites/default/files/eng/cop/03/E03-List-of-Participants-Parties.pdf","NA","77893302217350049472803216824","Montevideo, Montevideo, Uruguay","City",28.6430858,77.2192671,"-34.91","-56.19","city","15595.7354627876",1,0,0,1,165,"URY"
"CoP6",1987,"Ottawa (Canada)","Observers","Japan General Merchandise Importers' Association (Ivory Division)","https://cites.org/sites/default/files/eng/cop/06/E06-List-of-Participants-Observers.pdf","NA","7590329877238500838954352651","Minato, Japan","City",45.4208777,-75.6901106,"35.66","139.75","city","10322.2677634464",0,1,0,1,NA,NA
"CoP8",1992,"Kyoto (Japan)","Observers","No Fur Fund (Japan)","https://cites.org/sites/default/files/eng/cop/08/E-Participants.pdf","NA","43523110924784923510961642433","Suginami, Japan","City",35.0115754,135.7681441,"35.7","139.64","city","359.350212940835",0,1,1,0,NA,NA
"CoP14",2007,"The Hague (the Netherlands)","Parties","Vanuatu","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","59312742934378745159154469211","Department of Fisheries PORT VILA","KeptOriginal",52.0799838,4.3113461,"4.84","-75.66","city","8898.50570582474",1,0,1,0,935,"VUT"
"CoP14",2007,"The Hague (the Netherlands)","Observers","Iwmc World Conservation Trust","https://cites.org/sites/default/files/common/cop/14/list_observer.pdf","NA","74391443380309870480205184887","Lausanne, Vaud, Switzerland","City",52.0799838,4.3113461,"46.52","6.63","city","640.605179765766",0,1,0,1,NA,NA
"CoP6",1987,"Ottawa (Canada)","Observers","International Union for Conservation of Nature and Natural Resources","https://cites.org/sites/default/files/eng/cop/06/E06-List-of-Participants-Observers.pdf","NA","4019810941851580295251413446","Washington, District of Columbia, United States","City",45.4208777,-75.6901106,"38.9","-77.04","city","733.543951197506",0,1,0,1,NA,NA
"CoP13",2004,"Bangkok (Thailand)","Parties","Portugal","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","1568101995596754473081641269","Instituto de Conservaçao da Natureza Rua de Santa Marta - PT- LISBOA","KeptOriginal",13.7524938,100.4935089,"38.71","-9.14","city","10684.160793261",1,0,0,1,235,"PRT"
"CoP14",2007,"The Hague (the Netherlands)","Parties","Guatemala","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","994425903651147193208311030","Guatemala City, Guatemala Department, Guatemala","City",52.0799838,4.3113461,"14.64","-90.51","city","9052.09743707898",1,0,0,1,90,"GTM"
"CoP4",1983,"Gaborone (Botswana)","Parties","United States of America","https://cites.org/sites/default/files/eng/cop/04/E04-List-of-Participants-Parties.pdf","NA","11631620185972207092484690620","Washington, District of Columbia, United States","City",-24.6581357,25.9088474,"38.9","-77.04","city","12772.3634448688",1,0,0,1,2,"USA"
"CoP4",1983,"Gaborone (Botswana)","Parties","Papua New Guinea","https://cites.org/sites/default/files/eng/cop/04/E04-List-of-Participants-Parties.pdf","NA","28683532516555605301427462888","Departament of Primary Industry Konedobu National Capital District","KeptOriginal",-24.6581357,25.9088474,"-9.47","147.16","city","12604.4199008838",1,0,0,1,910,"PNG"
"CoP16",2013,"Bangkok (Thailand)","Parties","China","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","43550865537133687733425036608","Dongcheng District, Beijing, China","City",13.7524938,100.4935089,"39.93","116.41","city","3299.34345684521",1,0,1,0,710,"CHN"
"CoP11",2000,"Gigiri (Kenya)","Parties","Malaysia","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","32800438059045850081948407226","Kuala Lumpur, Kuala Lumpur, Malaysia","City",-1.2325029,36.8072952,"3.15","101.69","city","7228.14017918756",1,0,1,0,820,"MYS"
"CoP15",2010,"Doha (Qatar)","Parties","Bahamas","https://cites.org/sites/default/files/common/cop/15/cop15_participants_parties.pdf","NA","73276139380615996867873107934","Department of Marine Resources Ministry of Agriculture and Marine Resources N NASSAU","KeptOriginal",25.2856329,51.5264162,"4.84","-75.66","city","13406.2068934882",1,0,0,1,31,"BHS"
"CoP7",1989,"Lausanne (Switzerland)","Observers","International Union for Conservation of Nature and Natural Resources","https://cites.org/sites/default/files/eng/cop/07/E07-List-of-Participants-Observers.pdf","NA","68628091040585492219551592898","Upland, California, United States","City",46.5218269,6.6327025,"34.1","-117.65","city","9459.71511914305",0,1,1,0,NA,NA
"CoP15",2010,"Doha (Qatar)","Parties","Ukraine","https://cites.org/sites/default/files/common/cop/15/cop15_participants_parties.pdf","NA","30933190490591434439295672729","Kyiv, Ukraine","City",25.2856329,51.5264162,"50.45","30.52","city","3325.60820146147",1,0,0,1,369,"UKR"
"CoP15",2010,"Doha (Qatar)","Parties","Italy","https://cites.org/sites/default/files/common/cop/15/cop15_participants_parties.pdf","NA","31561170980746619510563559080","Ministero delle Politiche Agricole Alimentari e Forestali Corpo forestale dello Stato Ispettorato Generale Divisione VII Servizio CITES Giosuè Carducci ROMA","KeptOriginal",25.2856329,51.5264162,"42.82","12.78","city","4018.58697617368",1,0,1,0,325,"ITA"
"CoP9",1994,"Fort Lauderdale (United States of America)","Parties","Nepal","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","56555828585797762210736947657","Leiden, South Holland, Netherlands","City",26.1223084,-80.1433786,"52.16","4.49","city","7391.16919248011",1,0,0,1,790,"NPL"
"CoP12",2002,"Santiago (Chile)","Parties","Costa Rica","https://cites.org/sites/default/files/common/cop/12/participants_party.pdf","NA","72698692731187601664149237414","Coordinadora Consejo de Representantes de Autoridades Cientificas de CITES Zoologico Nacional Simon Bolivar Apdo SAN JOSÉ","KeptOriginal",-33.4377756,-70.6504502,"18.47","-69.89","city","5772.44561094068",1,0,0,1,94,"CRI"
"CoP13",2004,"Bangkok (Thailand)","Parties","Republic of Korea","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","5252305942704971606617062056","Senior Researcher Division of Herbal Medicine Standardization Department of Herbal Medicine Evaluation Korea Food and Drug Administration Nokbun-dong Eunpyung-ku SEOUL","KeptOriginal",13.7524938,100.4935089,"37.34","126.97","city","3706.8941305176",1,0,1,0,732,"KOR"
"CoP15",2010,"Doha (Qatar)","Observers","Traffic","https://cites.org/sites/default/files/common/cop/15/cop15_participants_observers.pdf","NA","15220910607376074468474273824","Quito, Ecuador","City",25.2856329,51.5264162,"-0.22","-78.51","city","13975.1361282332",0,1,0,1,NA,NA
"CoP9",1994,"Fort Lauderdale (United States of America)","Parties","Belize","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","53678007456608516444203402378","BELMOPAN","KeptOriginal",26.1223084,-80.1433786,"31.55","-97.15","city","1760.62916994341",1,0,0,1,80,"BLZ"
"CoP9",1994,"Fort Lauderdale (United States of America)","Parties","Malaysia","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","37515868639998909756033005125","Kuching, Sarawak, Malaysia","City",26.1223084,-80.1433786,"1.56","110.35","city","16737.0521749296",1,0,0,1,820,"MYS"
"CoP9",1994,"Fort Lauderdale (United States of America)","Observers","World Wide Fund for Nature","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","59576367960741973741915637636","Gland, Vaud, Switzerland","City",26.1223084,-80.1433786,"46.42","6.27","city","7677.20673985606",0,1,1,0,NA,NA
"CoP9",1994,"Fort Lauderdale (United States of America)","Parties","Japan","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","72358218261627374587639599819","Chiyoda, Japan","City",26.1223084,-80.1433786,"35.69","139.75","city","11966.2882157457",1,0,0,1,740,"JPN"
"CoP13",2004,"Bangkok (Thailand)","Parties","Cambodia","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","67719898464882329303033742457","Ministry of Agriculture Forestry and Fisheries No Preah Norodom PHNOM PENH","KeptOriginal",13.7524938,100.4935089,"7.15","124.5","city","2723.6755802678",1,0,1,0,811,"KHM"
"CoP9",1994,"Fort Lauderdale (United States of America)","Observers","American Zoo and Aquarium Association (U.S.A.)","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","7193875281570418827505591671","Milwaukee, Wisconsin, United States","City",26.1223084,-80.1433786,"43.04","-87.91","city","2008.76233205685",0,1,0,1,NA,NA
"CoP11",2000,"Gigiri (Kenya)","Parties","Zambia","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","24849416106388665751631729355","Lusaka, Lusaka Province, Zambia","City",-1.2325029,36.8072952,"-15.42","28.28","city","1834.15849863682",1,0,1,0,551,"ZMB"
"CoP12",2002,"Santiago (Chile)","Observers","Cites Secretariat","https://cites.org/sites/default/files/common/cop/12/participants_observer.pdf","NA","74347312983434943051204535157","Geneva, Geneva, Switzerland","City",-33.4377756,-70.6504502,"46.2","6.15","city","11721.7231569335",0,1,1,0,NA,NA
"CoP14",2007,"The Hague (the Netherlands)","Parties","Switzerland","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","4243528054608234325242351485","Bern, Bern, Switzerland","City",52.0799838,4.3113461,"46.95","7.45","city","613.635121386525",1,0,0,1,225,"CHE"
"CoP5",1985,"Buenos Aires (Argentina)","Observers","Grupo Ecologico Juvenil","https://cites.org/sites/default/files/eng/cop/05/E05-List-of-Participants-Observers.pdf","NA","23582172031007095668089089948","Municipio de Bell Ville, Córdoba, Argentina","City",-34.6083696,-58.4440583,"-32.63","-62.69","city","450.453606638065",0,1,1,0,NA,NA
"CoP13",2004,"Bangkok (Thailand)","Parties","Finland","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","52902807557673309812112729766","Counsellor for Environmental Affairs Land Use Department Ministry of the Environment GOVERNMENT","KeptOriginal",13.7524938,100.4935089,"61.29","28.83","city","7693.40740432578",1,0,0,1,375,"FIN"
"CoP13",2004,"Bangkok (Thailand)","Parties","Tanzania, United Republic of","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","31048171966898206045396389869","Director of Wildlife Ministry of Natural Resources and Tourism Wildlife Division Ivory Room Nyerere DAR ES SALAAM E","KeptOriginal",13.7524938,100.4935089,"-15.94","-50.15","city","16852.9528442438",1,0,0,1,510,"TZA"
"CoP14",2007,"The Hague (the Netherlands)","Parties","Kenya","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","32738137556551470099843357814","Kenya Wildlife Servive NAIROBI","KeptOriginal",52.0799838,4.3113461,"6.94","79.85","city","8413.06469261224",1,0,0,1,501,"KEN"
"CoP9",1994,"Fort Lauderdale (United States of America)","Observers","Interpol","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","62312971243257910831405942755","Zoetermeer, South Holland, Netherlands","City",26.1223084,-80.1433786,"52.06","4.49","city","7393.64464592327",0,1,0,1,NA,NA
"CoP13",2004,"Bangkok (Thailand)","Observers","Overseas Fishery Cooperation Foundation","https://cites.org/sites/default/files/common/cop/13/participants_observer.pdf","NA","17710875436083539189381504275","Minato, Japan","City",13.7524938,100.4935089,"35.66","139.75","city","4607.60270463776",0,1,0,1,NA,NA
"CoP12",2002,"Santiago (Chile)","Parties","Australia","https://cites.org/sites/default/files/common/cop/12/participants_party.pdf","NA","78791197301681169122921325180","Western Australia, Australia","State",-33.4377756,-70.6504502,"-31.93","115.85","city","12714.6458813365",1,0,0,1,900,"AUS"
"CoP2",1979,"San José (Costa Rica)","Observers","International Union for Conservation.of Nature and Natural Resources","https://cites.org/sites/default/files/eng/cop/02/E02-List-of-participants-Observers.pdf","NA","26661365232636437220425165395","Morges, Vaud, Switzerland","City",9.9325427,-84.0795782,"46.51","6.5","city","9252.19926294483",0,1,0,1,NA,NA
"CoP16",2013,"Bangkok (Thailand)","Observers","Seafdec – Southeast Asian Fisheries Development Center","https://cites.org/sites/default/files/eng/cop/16/OfficialListofParticipants.pdf","NA","40876262507414176625484912869","Bangkok, Thailand","City",13.7524938,100.4935089,"13.75","100.49","city","0.469602270722705",0,1,1,0,NA,NA
"CoP12",2002,"Santiago (Chile)","Parties","Kazakhstan","https://cites.org/sites/default/files/common/cop/12/participants_party.pdf","NA","2544640864959050147985912842","Atyrau, Atyrau Region, Kazakhstan","City",-33.4377756,-70.6504502,"47.11","51.91","city","15031.8377711956",1,0,1,0,705,"KAZ"
"CoP6",1987,"Ottawa (Canada)","Observers","European Economic Community","https://cites.org/sites/default/files/eng/cop/06/E06-List-of-Participants-Observers.pdf","NA","53911523453416683887601340024","Brussels, Brussels-Capital, Belgium","City",45.4208777,-75.6901106,"50.85","4.35","city","5673.42893555693",0,1,0,1,NA,NA
"CoP13",2004,"Bangkok (Thailand)","Parties","Burkina Faso","https://cites.org/sites/default/files/common/cop/13/participants_party.pdf","NA","32124195634420394824340375419","Direction des parcs nationaux réserves de faune et des chasses Ministère de l'environnement et du tourisme OUAGADOUGOU","KeptOriginal",13.7524938,100.4935089,"12.3","-1.68","city","10963.4791205659",1,0,0,1,439,"BFA"
"CoP8",1992,"Kyoto (Japan)","Observers","International Fund for Animal Welfare","https://cites.org/sites/default/files/eng/cop/08/E-Participants.pdf","NA","57731344976159247312601297737","City of Westminster, England, United Kingdom","City",35.0115754,135.7681441,"51.5","-0.14","city","9479.29613655084",0,1,0,1,NA,NA
"CoP14",2007,"The Hague (the Netherlands)","Parties","Nicaragua","https://cites.org/sites/default/files/common/cop/14/list_party.pdf","NA","8644720131685598693322360044","Coordinador del Segundo Proyecto de Desarrollo de Municipios Rurales Ministerio del Ambiente y los Recursos Naturales MARENA MANAGUA","KeptOriginal",52.0799838,4.3113461,"12.9","-84.94","city","8828.93490880732",1,0,0,1,93,"NIC"
"CoP11",2000,"Gigiri (Kenya)","Parties","Grenada","https://cites.org/sites/default/files/eng/cop/11/other/list_participants.pdf","NA","33505729569991637497320747934","Ministry of Agriculture Lands Forestry and Fisheries Fisheries Department Botanical Gardens GEORGE'S","KeptOriginal",-1.2325029,36.8072952,"41.13","-8.61","city","6564.9264360026",1,0,0,1,55,"GRD"
"CoP9",1994,"Fort Lauderdale (United States of America)","Parties","Sudan","https://cites.org/sites/default/files/eng/cop/09/E9-participants.pdf","NA","78971105450175320052168299540","Wildlife Conservation Administration KHARTOUM","KeptOriginal",26.1223084,-80.1433786,"0.11","35.16","city","12510.9764004185",1,0,1,0,625,"SDN"
